A1_N1	175	71.42857143	101	102	1200000
B1_N1	175	71.42857143	201	202	1200000
C1_N1	175	71.42857143	301	302	1200000
A29_N1	500	71.42857143	117	118	9000000
B29_N1	500	71.42857143	217	218	9000000
C29_N1	500	71.42857143	317	318	9000000
A24_N1	500	58.82352941	115	116	10800000
B24_N1	500	58.82352941	215	216	10800000
C24_N1	500	58.82352941	315	316	10800000
A33_1_N1	500	45.45454545	120	123	13500000
A33_2_N1	500	45.45454545	120	123	13500000
B33_1_N1	500	45.45454545	220	223	13500000
B33_2_N1	500	45.45454545	220	223	13500000
C33_1_N1	500	45.45454545	320	323	13500000
C33_2_N1	500	45.45454545	320	323	13500000
A10_N1	175	16.39344262	106	110	6400000
A11_N1	175	16.39344262	107	108	6400000
A28_N1	500	43.47826087	116	119	14400000
B10_N1	175	16.39344262	206	210	6400000
B11_N1	175	16.39344262	207	208	6400000
B28_N1	500	43.47826087	216	219	14400000
C10_N1	175	16.39344262	306	310	6400000
C11_N1	175	16.39344262	307	308	6400000
C28_N1	500	43.47826087	316	319	14400000
A27_N1	500	38.46153846	116	117	16200000
A31_1_N1	500	38.46153846	118	121	16200000
A31_2_N1	500	38.46153846	118	121	16200000
B27_N1	500	38.46153846	216	217	16200000
B31_1_N1	500	38.46153846	218	221	16200000
B31_2_N1	500	38.46153846	218	221	16200000
C27_N1	500	38.46153846	316	317	16200000
C31_1_N1	500	38.46153846	318	321	16200000
C31_2_N1	500	38.46153846	318	321	16200000
A3_N1	175	11.76470588	101	105	8800000
B3_N1	175	11.76470588	201	205	8800000
C3_N1	175	11.76470588	301	305	8800000
A9_N1	175	11.36363636	105	110	9200000
B9_N1	175	11.36363636	205	210	9200000
C9_N1	175	11.36363636	305	310	9200000
A23_N1	500	16.94915254	114	116	24300000
A8_N1	175	9.615384615	104	109	10800000
B23_N1	500	16.94915254	214	216	24300000
B8_N1	175	9.615384615	204	209	10800000
C23_N1	500	16.94915254	314	316	24300000
C8_N1	175	9.615384615	304	309	10800000
A32_1_N1	500	25	119	120	24750000
A32_2_N1	500	25	119	120	24750000
B32_1_N1	500	25	219	220	24750000
B32_2_N1	500	25	219	220	24750000
C32_1_N1	500	25	319	320	24750000
C32_2_N1	500	25	319	320	24750000
A19_N1	500	23.80952381	111	114	26100000
B19_N1	500	23.80952381	211	214	26100000
C19_N1	500	23.80952381	311	314	26100000
A6_N1	175	8.403361345	103	109	12400000
B6_N1	175	8.403361345	203	209	12400000
C6_N1	175	8.403361345	303	309	12400000
A18_N1	500	20.83333333	111	113	29700000
A20_N1	500	20.83333333	112	113	29700000
A4_N1	175	7.874015748	102	104	13200000
B18_N1	500	20.83333333	211	213	29700000
B20_N1	500	20.83333333	212	213	29700000
B4_N1	175	7.874015748	202	204	13200000
C18_N1	500	20.83333333	311	313	29700000
C20_N1	500	20.83333333	312	313	29700000
C4_N1	175	7.874015748	302	304	13200000
A25_1_N1	500	20.40816327	115	121	30600000
A25_2_N1	500	20.40816327	115	121	30600000
B25_1_N1	500	20.40816327	215	221	30600000
B25_2_N1	500	20.40816327	215	221	30600000
C25_1_N1	500	20.40816327	315	321	30600000
C25_2_N1	500	20.40816327	315	321	30600000
A26_N1	500	19.23076923	115	124	32400000
B26_N1	500	19.23076923	215	224	32400000
C26_N1	500	19.23076923	315	324	32400000
AB1_N1	175	6.211180124	107	203	16800000
A12-1_N1	175	6.060606061	108	109	17200000
A13-2_N1	175	6.060606061	108	110	17200000
B12-1_N1	175	6.060606061	208	209	17200000
B13-2_N1	175	6.060606061	208	210	17200000
C12-1_N1	175	6.060606061	308	309	17200000
C13-2_N1	175	6.060606061	308	310	17200000
A34_N1	500	14.70588235	121	122	42300000
B34_N1	500	14.70588235	221	222	42300000
C34_N1	500	14.70588235	321	322	42300000
A5_N1	175	5.208333333	102	106	20000000
B5_N1	175	5.208333333	202	206	20000000
C5_N1	175	5.208333333	302	306	20000000
AB3_N1	500	13.51351351	123	217	45900000
AB2_N1	500	13.33333333	113	215	46800000
A2_N1	175	4.739336493	101	103	22000000
B2_N1	175	4.739336493	201	203	22000000
C2_N1	175	4.739336493	301	303	22000000
A22_N1	500	11.49425287	113	123	54000000
B22_N1	500	11.49425287	213	223	54000000
C22_N1	500	11.49425287	313	323	54000000
A21_N1	500	10.30927835	112	123	60300000
B21_N1	500	10.30927835	212	223	60300000
C21_N1	500	10.30927835	312	323	60300000
CA_1_N1	500	10.30927835	325	121	60300000
CB_1_N1	500	9.615384615	318	223	64800000
A30_N1	500	9.523809524	117	122	65700000
B30_N1	500	9.523809524	217	222	65700000
C30_N1	500	9.523809524	317	322	65700000
A1_N2	175	71.42857143	101	102	1200000
